Student,Period,Class,Is_new_sub,Average_grade,Perform_trend,Gender_М,Subject_3,Subject_4,Subject_5
10,4,8,0,4.2,0,False,0.25139664804469275,0.4245810055865922,0.3240223463687151
60,2,10,0,4.0,0,True,0.6554054054054054,0.2702702702702703,0.060810810810810814
70,1,11,0,4.12,0,False,0.0,0.0,1.0
47,2,11,0,4.38,0,True,0.033783783783783786,0.5337837837837838,0.43243243243243246
63,1,10,1,4.25,0,True,0.7297297297297297,0.19594594594594594,0.0472972972972973
22,3,8,0,4.56,0,False,0.16891891891891891,0.668918918918919,0.16216216216216217
13,3,9,0,4.04,0,False,0.0,0.08854166666666667,0.9114583333333334
42,1,11,0,4.25,0,False,0.1891891891891892,0.5371621621621622,0.27364864864864863
68,1,10,1,4.31,0,False,0.7297297297297297,0.19594594594594594,0.0472972972972973
54,1,11,0,4.94,0,True,0.5405405405405406,0.38175675675675674,0.0777027027027027
28,1,11,0,5.0,0,False,0.0,0.0,1.0
10,3,9,0,4.23,0,False,0.25139664804469275,0.4245810055865922,0.3240223463687151
3,1,9,0,3.35,0,True,0.25675675675675674,0.5337837837837838,0.20945945945945946
67,1,10,1,4.44,0,True,0.7297297297297297,0.19594594594594594,0.0472972972972973
18,1,9,0,3.38,-1,True,0.1858108108108108,0.6418918918918919,0.17229729729729729
38,2,11,0,3.94,-1,False,0.16554054054054054,0.3581081081081081,0.47635135135135137
17,1,8,1,3.61,0,True,0.4807692307692308,0.3942307692307692,0.125
21,3,9,0,4.19,0,False,0.16554054054054054,0.3581081081081081,0.47635135135135137
60,1,10,1,4.0,0,True,0.34797297297297297,0.3614864864864865,0.2905405405405405
57,2,10,0,4.12,0,True,0.34797297297297297,0.3614864864864865,0.2905405405405405
10,1,9,0,4.24,0,False,0.5405405405405406,0.38175675675675674,0.0777027027027027
3,1,9,0,3.35,0,True,0.16554054054054054,0.3581081081081081,0.47635135135135137
20,1,8,1,3.39,0,True,0.25139664804469275,0.4245810055865922,0.3240223463687151
17,3,8,0,3.61,-1,True,0.25139664804469275,0.4245810055865922,0.3240223463687151
47,2,11,0,4.38,-1,True,0.16554054054054054,0.3581081081081081,0.47635135135135137
71,1,10,1,4.38,0,True,0.17567567567567569,0.6148648648648649,0.20945945945945946
8,2,9,0,3.8,1,False,0.5363128491620112,0.35195530726256985,0.11173184357541899
7,1,9,0,3.69,0,True,0.34797297297297297,0.3614864864864865,0.2905405405405405
9,4,8,0,4.04,0,True,0.25139664804469275,0.4245810055865922,0.3240223463687151
64,1,10,1,4.31,0,False,0.40625,0.4322916666666667,0.14583333333333334
16,2,8,0,4.0,0,False,0.1346153846153846,0.33653846153846156,0.5288461538461539
13,2,9,0,4.02,-1,False,0.7297297297297297,0.19594594594594594,0.0472972972972973
13,2,9,0,4.02,1,False,0.033783783783783786,0.5337837837837838,0.43243243243243246
8,3,9,0,3.79,0,False,0.1891891891891892,0.5371621621621622,0.27364864864864863
3,2,9,0,3.33,0,True,0.25139664804469275,0.4245810055865922,0.3240223463687151
9,2,8,0,4.0,0,True,0.16554054054054054,0.3581081081081081,0.47635135135135137
63,2,10,0,4.25,0,True,0.0,0.08854166666666667,0.9114583333333334
31,2,11,0,4.38,0,False,0.16554054054054054,0.3581081081081081,0.47635135135135137
27,2,11,0,4.44,0,True,0.0,0.08854166666666667,0.9114583333333334
2,2,8,0,3.39,0,True,0.27364864864864863,0.6182432432432432,0.10810810810810811
25,3,9,0,4.08,0,False,0.033783783783783786,0.5337837837837838,0.43243243243243246
6,1,9,0,4.26,1,False,0.34797297297297297,0.3614864864864865,0.2905405405405405
10,3,8,0,4.19,1,False,0.6554054054054054,0.2702702702702703,0.060810810810810814
24,1,9,1,3.88,0,False,0.40625,0.4322916666666667,0.14583333333333334
22,3,9,0,4.61,0,False,0.16891891891891891,0.668918918918919,0.16216216216216217
4,4,8,0,3.89,0,False,0.5363128491620112,0.35195530726256985,0.11173184357541899
16,2,9,0,4.03,0,False,0.1858108108108108,0.6418918918918919,0.17229729729729729
2,3,9,0,3.38,0,True,0.27364864864864863,0.6182432432432432,0.10810810810810811
54,2,10,0,4.88,0,True,0.1891891891891892,0.5371621621621622,0.27364864864864863
9,1,8,1,4.0,0,True,0.16554054054054054,0.3581081081081081,0.47635135135135137
19,3,8,0,3.67,0,True,0.5405405405405406,0.38175675675675674,0.0777027027027027
19,1,8,1,3.61,0,True,0.1346153846153846,0.33653846153846156,0.5288461538461539
27,2,11,0,4.44,0,True,0.16554054054054054,0.3581081081081081,0.47635135135135137
9,1,8,1,4.0,0,True,0.033783783783783786,0.5337837837837838,0.43243243243243246
32,2,11,0,4.44,0,False,0.0,0.08854166666666667,0.9114583333333334
14,4,8,0,4.13,0,False,0.34797297297297297,0.3614864864864865,0.2905405405405405
54,1,10,1,4.88,0,True,0.34797297297297297,0.3614864864864865,0.2905405405405405
64,1,11,0,4.31,0,False,0.0,0.08854166666666667,0.9114583333333334
4,1,9,0,3.89,0,False,0.34797297297297297,0.3614864864864865,0.2905405405405405
12,1,9,0,3.75,1,True,0.27364864864864863,0.6182432432432432,0.10810810810810811
6,4,8,0,4.28,0,False,0.0111731843575419,0.26256983240223464,0.7262569832402235
67,2,10,0,4.44,0,True,0.6554054054054054,0.2702702702702703,0.060810810810810814
56,1,11,0,4.44,0,False,0.6554054054054054,0.2702702702702703,0.060810810810810814
24,3,9,0,3.97,-1,False,0.16554054054054054,0.3581081081081081,0.47635135135135137
3,3,9,0,3.29,-1,True,0.16891891891891891,0.668918918918919,0.16216216216216217
12,2,8,0,3.61,0,True,0.6554054054054054,0.2702702702702703,0.060810810810810814
57,1,11,0,4.0,0,True,0.1891891891891892,0.5371621621621622,0.27364864864864863
8,2,8,0,3.78,-1,False,0.25675675675675674,0.5337837837837838,0.20945945945945946
9,1,8,1,4.0,0,True,0.4807692307692308,0.3942307692307692,0.125
56,1,11,0,4.44,0,False,0.0,0.0,1.0
24,1,8,1,3.72,0,False,0.16891891891891891,0.668918918918919,0.16216216216216217
18,1,8,1,3.39,0,True,0.6554054054054054,0.2702702702702703,0.060810810810810814
3,1,8,1,3.28,0,True,0.6554054054054054,0.2702702702702703,0.060810810810810814
37,1,11,0,4.5,0,False,0.16891891891891891,0.668918918918919,0.16216216216216217
14,3,9,0,4.16,0,False,0.17567567567567569,0.6148648648648649,0.20945945945945946
72,1,11,0,4.38,0,False,0.25675675675675674,0.5337837837837838,0.20945945945945946
53,2,10,0,4.12,0,False,0.1858108108108108,0.6418918918918919,0.17229729729729729
6,3,8,0,4.25,0,False,0.25675675675675674,0.5337837837837838,0.20945945945945946
66,2,10,0,4.25,0,False,0.033783783783783786,0.5337837837837838,0.43243243243243246
7,3,8,0,3.56,0,True,0.6554054054054054,0.2702702702702703,0.060810810810810814
7,4,8,0,3.61,0,True,0.6554054054054054,0.2702702702702703,0.060810810810810814
31,2,11,0,4.38,1,False,0.1891891891891892,0.5371621621621622,0.27364864864864863
19,4,8,0,3.63,1,True,0.0,0.4326923076923077,0.5673076923076923
58,2,10,0,3.88,0,True,0.1891891891891892,0.5371621621621622,0.27364864864864863
47,2,11,0,4.38,0,True,0.0,0.0,1.0
20,4,8,0,3.37,0,True,0.033783783783783786,0.5337837837837838,0.43243243243243246
6,4,8,0,4.28,0,False,0.5363128491620112,0.35195530726256985,0.11173184357541899
12,1,8,1,3.61,0,True,0.16554054054054054,0.3581081081081081,0.47635135135135137
24,3,8,0,3.75,0,False,0.25675675675675674,0.5337837837837838,0.20945945945945946
59,1,10,1,4.0,0,True,0.16891891891891891,0.668918918918919,0.16216216216216217
67,1,10,1,4.44,0,True,0.0,0.0,1.0
18,3,8,0,3.39,0,True,0.25139664804469275,0.4245810055865922,0.3240223463687151
5,3,9,0,3.41,0,True,0.16891891891891891,0.668918918918919,0.16216216216216217
30,2,11,0,4.88,0,True,0.0,0.0,1.0
61,1,11,0,4.44,-1,False,0.1891891891891892,0.5371621621621622,0.27364864864864863
10,1,9,0,4.24,0,False,0.17567567567567569,0.6148648648648649,0.20945945945945946
38,1,11,0,3.94,0,False,0.7297297297297297,0.19594594594594594,0.0472972972972973
6,2,8,0,4.33,-1,False,0.5363128491620112,0.35195530726256985,0.11173184357541899
69,1,11,0,4.34,0,False,0.16554054054054054,0.3581081081081081,0.47635135135135137
15,3,9,0,3.77,-1,True,0.16891891891891891,0.668918918918919,0.16216216216216217
10,1,9,0,4.24,0,False,0.5363128491620112,0.35195530726256985,0.11173184357541899
21,3,9,0,4.19,-1,False,0.033783783783783786,0.5337837837837838,0.43243243243243246
13,3,9,0,4.04,-1,False,0.16891891891891891,0.668918918918919,0.16216216216216217
16,3,9,0,4.03,0,False,0.16891891891891891,0.668918918918919,0.16216216216216217
59,1,11,0,3.97,0,True,0.0,0.0,1.0
66,1,11,0,4.28,0,False,0.033783783783783786,0.5337837837837838,0.43243243243243246
51,1,10,1,4.44,0,True,0.5405405405405406,0.38175675675675674,0.0777027027027027
5,2,8,0,3.33,0,True,0.25675675675675674,0.5337837837837838,0.20945945945945946
17,2,8,0,3.61,1,True,0.25139664804469275,0.4245810055865922,0.3240223463687151
22,2,8,0,4.44,0,False,0.1858108108108108,0.6418918918918919,0.17229729729729729
12,3,8,0,3.69,-1,True,0.25675675675675674,0.5337837837837838,0.20945945945945946
73,1,10,1,4.94,0,True,0.0,0.08854166666666667,0.9114583333333334
13,4,8,0,4.04,0,False,0.1346153846153846,0.33653846153846156,0.5288461538461539
52,2,10,0,5.0,0,False,0.0,0.0,1.0
14,3,9,0,4.16,-1,False,0.25139664804469275,0.4245810055865922,0.3240223463687151
23,1,8,1,4.0,0,False,0.033783783783783786,0.5337837837837838,0.43243243243243246
30,1,11,0,4.88,0,True,0.16554054054054054,0.3581081081081081,0.47635135135135137
24,3,8,0,3.75,0,False,0.6554054054054054,0.2702702702702703,0.060810810810810814
61,1,10,1,4.5,0,False,0.0,0.08854166666666667,0.9114583333333334
3,2,8,0,3.28,0,True,0.7297297297297297,0.19594594594594594,0.0472972972972973
63,1,11,0,4.25,0,True,0.17567567567567569,0.6148648648648649,0.20945945945945946
17,2,9,0,3.58,1,True,0.16891891891891891,0.668918918918919,0.16216216216216217
23,3,9,0,4.08,0,False,0.5363128491620112,0.35195530726256985,0.11173184357541899
1,2,9,0,3.93,-1,True,0.0111731843575419,0.26256983240223464,0.7262569832402235
25,2,9,0,4.06,-1,False,0.1858108108108108,0.6418918918918919,0.17229729729729729
56,2,10,0,4.44,0,False,0.0,0.0,1.0
4,2,8,0,3.89,0,False,0.34797297297297297,0.3614864864864865,0.2905405405405405
16,3,8,0,4.03,1,False,0.1346153846153846,0.33653846153846156,0.5288461538461539
8,4,8,0,3.76,1,False,0.0,0.4326923076923077,0.5673076923076923
50,1,11,0,3.94,0,False,0.1891891891891892,0.5371621621621622,0.27364864864864863
61,2,10,0,4.5,0,False,0.6554054054054054,0.2702702702702703,0.060810810810810814
25,3,9,0,4.08,0,False,0.5363128491620112,0.35195530726256985,0.11173184357541899
41,2,11,0,4.31,0,False,0.0,0.08854166666666667,0.9114583333333334
1,2,9,0,3.93,0,True,0.27364864864864863,0.6182432432432432,0.10810810810810811
65,2,10,0,4.31,0,False,0.6554054054054054,0.2702702702702703,0.060810810810810814
17,1,8,1,3.61,0,True,0.5363128491620112,0.35195530726256985,0.11173184357541899
61,1,10,1,4.5,0,False,0.40625,0.4322916666666667,0.14583333333333334
1,2,9,0,3.93,-1,True,0.25139664804469275,0.4245810055865922,0.3240223463687151
53,1,11,0,4.22,1,False,0.16554054054054054,0.3581081081081081,0.47635135135135137
49,2,11,0,4.94,0,True,0.5405405405405406,0.38175675675675674,0.0777027027027027
32,2,11,0,4.44,0,False,0.1858108108108108,0.6418918918918919,0.17229729729729729
17,1,9,0,3.58,1,True,0.1891891891891892,0.5371621621621622,0.27364864864864863
23,3,9,0,4.08,-1,False,0.6554054054054054,0.2702702702702703,0.060810810810810814
18,2,9,0,3.38,0,True,0.25139664804469275,0.4245810055865922,0.3240223463687151
6,4,8,0,4.28,0,False,0.27364864864864863,0.6182432432432432,0.10810810810810811
20,2,9,0,3.35,0,True,0.5405405405405406,0.38175675675675674,0.0777027027027027
16,2,8,0,4.0,0,False,0.1891891891891892,0.5371621621621622,0.27364864864864863
73,2,10,0,4.94,0,True,0.17567567567567569,0.6148648648648649,0.20945945945945946
13,3,9,0,4.04,0,False,0.5363128491620112,0.35195530726256985,0.11173184357541899
16,4,8,0,4.04,0,False,0.5363128491620112,0.35195530726256985,0.11173184357541899
68,1,11,0,4.34,0,False,0.17567567567567569,0.6148648648648649,0.20945945945945946
37,1,11,0,4.5,0,False,0.033783783783783786,0.5337837837837838,0.43243243243243246
40,2,11,0,4.31,0,False,0.5405405405405406,0.38175675675675674,0.0777027027027027
65,1,10,1,4.31,0,False,0.0,0.0,1.0
4,2,9,0,3.89,0,False,0.1891891891891892,0.5371621621621622,0.27364864864864863
15,3,8,0,3.72,0,True,0.7297297297297297,0.19594594594594594,0.0472972972972973
26,3,8,0,3.56,0,True,0.7297297297297297,0.19594594594594594,0.0472972972972973
17,3,9,0,3.58,-1,True,0.17567567567567569,0.6148648648648649,0.20945945945945946
8,1,8,1,3.78,0,False,0.34797297297297297,0.3614864864864865,0.2905405405405405
9,4,8,0,4.04,0,True,0.7297297297297297,0.19594594594594594,0.0472972972972973
4,2,9,0,3.89,0,False,0.25139664804469275,0.4245810055865922,0.3240223463687151
13,3,8,0,4.08,-1,False,0.25675675675675674,0.5337837837837838,0.20945945945945946
7,3,9,0,3.73,0,True,0.033783783783783786,0.5337837837837838,0.43243243243243246
10,2,8,0,4.17,-1,False,0.5363128491620112,0.35195530726256985,0.11173184357541899
5,1,8,1,3.33,0,True,0.25675675675675674,0.5337837837837838,0.20945945945945946
41,2,11,0,4.31,0,False,0.7297297297297297,0.19594594594594594,0.0472972972972973
7,1,8,1,3.44,0,True,0.27364864864864863,0.6182432432432432,0.10810810810810811
52,1,11,0,5.0,0,False,0.40625,0.4322916666666667,0.14583333333333334
9,2,9,0,4.17,-1,True,0.1891891891891892,0.5371621621621622,0.27364864864864863
17,3,9,0,3.58,0,True,0.033783783783783786,0.5337837837837838,0.43243243243243246
22,2,9,0,4.63,0,False,0.25675675675675674,0.5337837837837838,0.20945945945945946
24,3,8,0,3.75,0,False,0.5363128491620112,0.35195530726256985,0.11173184357541899
1,3,8,0,3.89,-1,True,0.27364864864864863,0.6182432432432432,0.10810810810810811
16,3,8,0,4.03,1,False,0.1891891891891892,0.5371621621621622,0.27364864864864863
43,1,11,0,4.44,0,True,0.40625,0.4322916666666667,0.14583333333333334
5,3,8,0,3.39,0,True,0.5405405405405406,0.38175675675675674,0.0777027027027027
49,1,11,0,4.94,0,True,0.40625,0.4322916666666667,0.14583333333333334
4,3,9,0,3.89,0,False,0.34797297297297297,0.3614864864864865,0.2905405405405405
8,3,9,0,3.79,1,False,0.0111731843575419,0.26256983240223464,0.7262569832402235
23,2,8,0,4.0,0,False,0.1891891891891892,0.5371621621621622,0.27364864864864863
63,1,11,0,4.25,1,True,0.16554054054054054,0.3581081081081081,0.47635135135135137
3,2,9,0,3.33,0,True,0.1858108108108108,0.6418918918918919,0.17229729729729729
51,1,11,0,4.41,0,True,0.0,0.0,1.0
17,4,8,0,3.57,0,True,0.1891891891891892,0.5371621621621622,0.27364864864864863
1,1,8,1,3.89,0,True,0.5405405405405406,0.38175675675675674,0.0777027027027027
2,3,8,0,3.42,0,True,0.5363128491620112,0.35195530726256985,0.11173184357541899
17,4,8,0,3.57,1,True,0.16554054054054054,0.3581081081081081,0.47635135135135137
18,3,9,0,3.4,-1,True,0.27364864864864863,0.6182432432432432,0.10810810810810811
32,1,11,0,4.44,0,False,0.6554054054054054,0.2702702702702703,0.060810810810810814
7,3,8,0,3.56,1,True,0.16554054054054054,0.3581081081081081,0.47635135135135137
44,2,11,0,4.31,0,False,0.1858108108108108,0.6418918918918919,0.17229729729729729
